no;period;age;sampling_weight;german_citizenship;residence_region;household_size;household_income;mainTrip_duration;mainTrip_distance
371;2011;69;0.91;yes;Former West Germany;2 persons;4151;9-12 days;2376.985873
372;2011;71;0.67;yes;Former West Germany;2 persons;3598;13-15 days;593.0358385
373;2012;26;1.19;yes;Former West Germany;4 persons;1764;NA;NA
374;1999;32;1.274;NA;Former West Germany;3 persons;2550;6-8 days;593.0358385
375;2006;66;0.6615;NA;Former West Germany;1 person;1645;20-22 days;472.6725418
376;1992;38;0.877;NA;Former East Germany;3 persons;3367;NA;NA
377;2005;30;1.3833;NA;Former East Germany;3 persons;2274;9-12 days;112.5310275
378;1987;36;0.38;NA;NA;1 person;1141;NA;NA
379;2003;79;1.546;NA;Former West Germany;1 person;784;6-8 days;462.9641663
380;2005;49;0.6567;NA;Former East Germany;3 persons;2274;NA;NA
381;2004;60;0.785;NA;Former West Germany;1 person;1085;NA;NA
382;2016;55;0.47;yes;Former East Germany;2 persons;3919;13-15 days;3218.431271
383;2003;35;0.367;NA;Former West Germany;3 persons;3604;20-22 days;170.6002629
384;1974;36;1.25;NA;NA;3 persons;3470;6-8 days;157.7178897
385;1983;42;0.513;NA;NA;4 persons;3123;9-12 days;235.8618612
386;2006;72;1.1867;NA;Former West Germany;1 person;1645;9-12 days;3234.103842
387;2003;49;0.965;NA;Former East Germany;2 persons;1724;6-8 days;1679.231435
388;1985;23;0.473;NA;NA;1 person;1033;13-15 days;708.0480175
389;2007;59;0.8677;NA;Former West Germany;2 persons;1917;NA;NA
390;2011;39;1.15;no;Former West Germany;5+ persons;3183;NA;NA
391;1994;20;1.352;NA;Former East Germany;5+ persons;1562;9-12 days;213.6813024
392;2008;38;1.948;NA;Former West Germany;1 person;1000;6-8 days;251.7982971
393;1976;72;0.96;NA;NA;2 persons;2458;20-22 days;627.9537164
394;1998;74;1.48;NA;Former West Germany;2 persons;2218;NA;NA
395;2001;16;1.23;NA;Former West Germany;3 persons;3129;13-15 days;183.7680339
396;1995;38;0.732;NA;Former West Germany;1 person;1166;6-8 days;421.1260106
397;2017;67;1.54;yes;Former West Germany;2 persons;2188;13-15 days;1681.207369
398;1988;37;0.556;NA;NA;3 persons;4970;9-12 days;347.3285266
399;1992;31;0.991;NA;Former East Germany;4 persons;5942;9-12 days;410.9930231
400;2011;34;0.81;yes;Former West Germany;3 persons;3598;6-8 days;1512.359232
401;2007;19;0.8984;NA;Former East Germany;2 persons;3834;NA;NA
402;2018;52;0.75;yes;Former West Germany;2 persons;2412;9-12 days;6467.935125
403;2013;64;0.39;yes;Former West Germany;1 person;1197;NA;NA
404;1994;62;0.58;NA;Former East Germany;1 person;1378;13-15 days;112.5310275
405;1971;25;NA;NA;NA;2 persons;1591;9-12 days;393.382901
406;1979;35;0.8;NA;NA;5+ persons;3279;20-22 days;71.65386045
407;1982;59;0.43;NA;NA;2 persons;2763;30+ days;157.7178897
408;1993;65;0.666;NA;Former West Germany;1 person;3259;NA;NA
409;1988;15;0.466;NA;NA;2 persons;1581;9-12 days;100
410;1991;63;0.578;NA;Former West Germany;1 person;1466;NA;NA
411;2018;84;1.36;yes;Former West Germany;3 persons;3301;NA;NA
412;2000;39;1.142;NA;Former West Germany;4 persons;5375;20-22 days;7731.555397
413;2008;45;1.1729;NA;Former East Germany;3 persons;3287;20-22 days;2289.046342
414;2002;68;0.7;NA;Former West Germany;2 persons;4121;NA;NA
415;2004;37;1.574;NA;Former East Germany;3 persons;3255;9-12 days;341.276697
416;2001;75;1.56;NA;Former West Germany;2 persons;2141;9-12 days;235.8618612
417;1998;35;0.7;NA;Former West Germany;2 persons;3753;13-15 days;6667.242738
418;1972;35;NA;NA;NA;1 person;4613;23-26 days;1216.113423
419;1987;34;0.38;NA;NA;1 person;2966;16-19 days;1056.326755
420;1976;40;1.84;NA;NA;4 persons;3114;13-15 days;1964.687286
421;1977;43;1.4;NA;NA;4 persons;3477;13-15 days;801.3292216
422;1982;22;0.22;NA;NA;4 persons;1884;NA;NA
423;2000;52;0.85;NA;Former West Germany;2 persons;2184;13-15 days;1288.450268
424;2002;73;2.05;NA;Former West Germany;2 persons;1743;13-15 days;183.7680339
425;1987;64;1.46;NA;NA;3 persons;5020;NA;NA
426;2008;45;0.7679;NA;Former West Germany;2 persons;3716;13-15 days;1300.963428
427;1998;44;0.64;NA;Former West Germany;2 persons;3753;NA;NA
428;2016;34;1.45;yes;Former West Germany;4 persons;3919;6-8 days;570.063484
429;2011;19;3.72;yes;Former East Germany;2 persons;969;NA;NA
430;2005;40;0.4067;NA;Former West Germany;1 person;1668;13-15 days;2493.712368
431;1998;35;1;NA;Former West Germany;5+ persons;3241;13-15 days;168.514358
432;1994;61;0.544;NA;Former East Germany;1 person;1195;13-15 days;219.0010191
433;2005;86;0.8366;NA;Former East Germany;1 person;1668;6-8 days;150.045148
434;1979;36;0.36;NA;NA;1 person;2832;13-15 days;779.8075718
435;2003;48;0.608;NA;Former East Germany;2 persons;1724;NA;NA
436;2017;20;1.48;yes;Former West Germany;2 persons;1931;9-12 days;337.7000277
437;2014;64;1.09;yes;Former East Germany;2 persons;3409;13-15 days;1901.011312
438;1995;20;0.784;NA;Former West Germany;2 persons;3408;13-15 days;337.7000277
439;1988;60;0.985;NA;NA;2 persons;1581;30+ days;624.784942
440;2009;37;1.09;NA;Former West Germany;1 person;1837;9-12 days;6467.935125
441;2017;37;1.76;yes;Former East Germany;3 persons;3346;13-15 days;2289.046342
442;2017;38;1.1;yes;Former West Germany;3 persons;3861;13-15 days;1658.395853
443;1973;66;NA;NA;NA;2 persons;1774;20-22 days;393.382901
444;1976;30;0.46;NA;NA;4 persons;6884;20-22 days;100
445;1981;31;0.096;NA;NA;3 persons;3484;13-15 days;150
446;2008;39;0.735;NA;Former East Germany;1 person;1286;NA;NA
447;1972;29;NA;NA;NA;1 person;2306;20-22 days;1216.113423
448;2001;35;0.92;NA;Former West Germany;3 persons;1894;13-15 days;170.6002629
449;2006;39;1.0787;NA;Former West Germany;3 persons;2542;6-8 days;3397.895885
450;1973;26;NA;NA;NA;2 persons;2168;NA;NA
451;2011;70;1.52;yes;Former West Germany;2 persons;1799;6-8 days;235.8618612
452;2004;60;2.11;NA;Former West Germany;3 persons;1395;NA;NA
453;1993;69;0.852;NA;Former West Germany;2 persons;1629;NA;NA
454;2008;67;0.7614;NA;Former East Germany;2 persons;1858;13-15 days;545.694202
455;1981;35;0.069;NA;NA;2 persons;3484;20-22 days;758.6469321
456;1987;24;0.79;NA;NA;4 persons;1597;9-12 days;708.0480175
457;2002;31;0.58;NA;Former West Germany;1 person;3328;NA;NA
458;1980;31;1;NA;NA;5+ persons;5374;6-8 days;462.9641663
459;1996;65;0.9782;NA;Former West Germany;2 persons;2032;13-15 days;501.3878591
460;1987;25;0.43;NA;NA;1 person;1597;13-15 days;1512.359232
461;1976;18;1.32;NA;NA;3 persons;2458;13-15 days;708.0480175
462;2001;57;0.7;NA;Former West Germany;1 person;2800;13-15 days;3206.512468
463;1981;26;0.051;NA;NA;1 person;670;30+ days;681.9125351
464;1978;66;0.39;NA;NA;1 person;764;NA;NA
465;1977;56;0.68;NA;NA;2 persons;2371;13-15 days;1306.64809
466;2006;70;1.0016;NA;Former West Germany;2 persons;1944;13-15 days;235.8618612
467;1996;56;0.9496;NA;Former West Germany;2 persons;2651;13-15 days;100
468;1981;23;0.045;NA;NA;3 persons;1742;NA;NA
469;1981;61;0.054;NA;NA;1 person;1206;13-15 days;494.0962302
470;2016;51;0.8;yes;Former East Germany;1 person;914;NA;NA
471;1989;37;0.407;NA;NA;2 persons;2883;NA;NA
472;2012;20;1.58;yes;Former West Germany;2 persons;2035;27-29 days;719.5371174
473;2010;67;0.66;yes;Former West Germany;1 person;2383;16-19 days;1300.963428
474;2008;53;0.6307;NA;Former West Germany;2 persons;3001;27-29 days;7660.723107
475;2014;40;0.81;yes;Former West Germany;1 person;1967;9-12 days;10023.20637
476;2000;42;0.794;NA;Former West Germany;3 persons;2520;13-15 days;501.3320946
477;1989;52;0.696;NA;NA;2 persons;3326;23-26 days;745.6701461
478;2011;60;0.65;yes;Former East Germany;2 persons;2076;13-15 days;100
479;1982;65;1.16;NA;NA;5+ persons;3266;6-8 days;224.3538975
480;1991;27;1.347;NA;Former West Germany;2 persons;3561;6-8 days;100
481;1986;67;1.26;NA;NA;3 persons;2146;NA;NA
482;1996;26;1.1504;NA;Former East Germany;2 persons;2651;NA;NA
483;2006;56;1.0697;NA;Former East Germany;2 persons;1645;13-15 days;322.1162603
484;1990;22;0.939;NA;Former West Germany;5+ persons;4734;20-22 days;1658.101316
485;2003;68;1.351;NA;Former East Germany;2 persons;1724;13-15 days;2787.536411
486;1982;38;0.83;NA;NA;4 persons;3266;NA;NA
487;2014;21;2.79;no;Former West Germany;4 persons;4720;13-15 days;779.8075718
488;2007;25;0.6934;NA;Former East Germany;1 person;1327;6-8 days;368.9936012
489;2017;42;0.9;no;Former West Germany;4 persons;2960;20-22 days;719.5371174
490;2002;50;0.72;NA;Former West Germany;1 person;1109;13-15 days;1643.202483
491;1981;21;0.044;NA;NA;3 persons;3484;20-22 days;2025.543006
492;1995;59;1.082;NA;Former West Germany;2 persons;3947;6-8 days;183.7680339
493;2012;64;0.89;yes;Former East Germany;2 persons;2035;13-15 days;150.045148
494;2012;58;0.42;yes;Former West Germany;1 person;2035;9-12 days;438.1511709
495;2012;69;0.6;yes;Former West Germany;1 person;1221;NA;NA
496;2009;47;1.06;NA;Former West Germany;4 persons;2403;27-29 days;7687.022205
497;2010;44;0.71;yes;Former West Germany;2 persons;2383;NA;NA
498;2007;71;0.9566;NA;Former West Germany;2 persons;3834;13-15 days;2537.395442
499;1978;61;1.4;NA;NA;4 persons;2904;NA;NA
500;2014;44;1.59;yes;Former West Germany;3 persons;3015;9-12 days;685.5911923
501;2012;42;0.96;yes;Former West Germany;3 persons;2850;13-15 days;659.1791396
502;1981;54;0.094;NA;NA;2 persons;2278;NA;NA
503;1973;67;NA;NA;NA;1 person;1104;30+ days;157.7178897
504;2005;27;0.7981;NA;Former West Germany;1 person;2274;NA;NA
505;1980;38;1;NA;NA;3 persons;3111;20-22 days;831.8605589
506;1995;26;1.476;NA;Former East Germany;3 persons;3050;13-15 days;7961.796626
507;1998;34;0.63;NA;Former West Germany;1 person;2559;13-15 days;928.5913443
508;1994;54;0.334;NA;Former East Germany;2 persons;2389;13-15 days;975.6177694
509;2014;72;1.02;yes;Former West Germany;1 person;1442;9-12 days;3778.579423
510;2012;45;1.17;yes;Former West Germany;2 persons;1221;NA;NA
511;2005;71;1.5282;NA;Former West Germany;2 persons;3487;NA;NA
512;1971;41;NA;NA;NA;3 persons;3757;20-22 days;308.2837883
513;1998;18;1.65;NA;Former West Germany;3 persons;1962;NA;NA
514;1972;65;NA;NA;NA;1 person;335;NA;NA
515;2006;73;1.18;NA;Former West Germany;2 persons;2841;20-22 days;398.6925684
516;1982;35;0.56;NA;NA;4 persons;2135;NA;NA
517;2006;43;0.2622;NA;Former West Germany;3 persons;3439;13-15 days;2493.712368
518;2000;34;1.338;NA;Former West Germany;3 persons;3696;NA;NA
519;1998;35;0.98;NA;Former West Germany;3 persons;2900;16-19 days;708.0480175
520;1974;47;1.11;NA;NA;3 persons;2740;20-22 days;591.5491159
521;2009;73;0.66;NA;Former East Germany;1 person;1272;6-8 days;201.0340788
522;2002;15;2;NA;Former West Germany;5+ persons;3011;27-29 days;4604.357777
523;1991;59;0.932;NA;Former West Germany;2 persons;2723;9-12 days;472.6725418
524;1981;40;0.041;NA;NA;1 person;1474;NA;NA
525;2017;68;0.8;yes;Former West Germany;1 person;644;NA;NA
526;1982;21;0.71;NA;NA;4 persons;1633;NA;NA
527;1981;19;0.239;NA;NA;5+ persons;-99;NA;NA
528;1971;50;NA;NA;NA;5+ persons;3315;NA;NA
529;1994;74;1.378;NA;Former West Germany;1 person;1195;16-19 days;337.7000277
530;1999;17;1.245;NA;Former West Germany;5+ persons;3740;13-15 days;1056.326755
531;1993;47;1.688;NA;Former West Germany;5+ persons;1821;30+ days;2565.509175
532;1974;20;2;NA;NA;4 persons;4018;13-15 days;100
533;1982;59;6.19;NA;NA;2 persons;2763;5 days;150
534;2018;51;0.51;yes;Former West Germany;1 person;1904;6-8 days;1658.101316
535;2017;79;1.08;yes;Former West Germany;1 person;1158;6-8 days;100
536;2013;72;0.74;yes;Former East Germany;1 person;1197;6-8 days;631.610616
537;1992;63;0.529;NA;Former West Germany;1 person;1783;13-15 days;183.7680339
538;1982;49;0.49;NA;NA;3 persons;2763;13-15 days;1008.9649
539;2002;76;2.01;NA;Former East Germany;2 persons;1109;13-15 days;545.694202
540;1993;63;1.528;NA;Former West Germany;2 persons;11501;13-15 days;812.6588947
541;2006;56;0.5403;NA;Former West Germany;1 person;2243;13-15 days;689.0881244
542;1978;60;0.78;NA;NA;2 persons;3363;NA;NA
543;2005;49;1.0262;NA;Former West Germany;2 persons;9097;9-12 days;627.9537164
544;1993;18;1.552;NA;Former West Germany;4 persons;3259;6-8 days;534.3243465
545;1996;37;0.801;NA;Former East Germany;2 persons;2297;9-12 days;975.9120091
546;1986;67;0.683;NA;NA;2 persons;1017;NA;NA
547;2006;59;1.8597;NA;Former West Germany;4 persons;2841;NA;NA
548;2007;66;0.7784;NA;Former West Germany;2 persons;1917;6-8 days;1512.359232
549;1981;58;0.052;NA;NA;1 person;2546;NA;NA
550;1974;70;0.86;NA;NA;2 persons;3105;9-12 days;745.6701461
551;1999;50;0.754;NA;Former West Germany;1 person;2210;13-15 days;7561.103966
552;1985;35;0.786;NA;NA;2 persons;2524;20-22 days;338.3876876
553;2002;64;0.69;NA;Former West Germany;2 persons;4121;30+ days;1658.101316
554;1981;70;0.142;NA;NA;1 person;1206;NA;NA
555;2006;48;0.7318;NA;Former West Germany;1 person;748;NA;NA
556;1974;80;0.64;NA;NA;2 persons;2009;NA;NA
557;1988;40;0.951;NA;NA;4 persons;2485;6-8 days;950.0550419
558;1995;54;0.877;NA;Former West Germany;2 persons;3947;20-22 days;251.7982971
559;1984;36;0.894;NA;NA;3 persons;2222;NA;NA
560;2005;41;0.9236;NA;Former West Germany;1 person;1364;NA;NA
561;2010;31;0.87;yes;Former West Germany;1 person;2103;9-12 days;2955.247694
562;1988;40;1.06;NA;NA;4 persons;4970;13-15 days;1486.886789
563;1996;30;0.7762;NA;Former West Germany;3 persons;1679;NA;NA
564;1997;64;0.734;NA;Former West Germany;1 person;1306;13-15 days;593.0358385
565;1983;30;0.637;NA;NA;2 persons;1802;NA;NA
566;2006;43;0.9073;NA;Former West Germany;3 persons;2243;6-8 days;168.514358
567;1972;30;NA;NA;NA;5+ persons;4613;16-19 days;393.382901
568;2015;75;1.62;yes;Former West Germany;2 persons;1439;NA;NA
569;2015;60;0.74;yes;Former West Germany;2 persons;3926;13-15 days;325.5192562
570;1980;51;1;NA;NA;5+ persons;3111;NA;NA
571;1977;35;1;NA;NA;2 persons;3003;23-26 days;393.382901
572;2012;59;0.88;yes;Former West Germany;2 persons;2307;13-15 days;183.7680339
573;1991;44;0.91;NA;Former West Germany;2 persons;1885;6-8 days;157.7178897
574;1985;29;0.727;NA;NA;1 person;1721;23-26 days;1486.886789
575;1985;20;0.509;NA;NA;2 persons;1950;27-29 days;1013.298147
576;2015;38;1.26;yes;Former West Germany;5+ persons;2225;13-15 days;1512.359232
577;2017;33;1.24;yes;Former West Germany;2 persons;3861;16-19 days;2535.558334
578;1973;30;NA;NA;NA;4 persons;1419;NA;NA
579;2011;42;0.52;yes;Former West Germany;4 persons;3183;13-15 days;1011.490584
580;1991;24;0.681;NA;Former East Germany;1 person;628;16-19 days;1099.577838
581;2004;75;1.771;NA;Former East Germany;2 persons;2325;NA;NA
582;1989;53;0.736;NA;NA;4 persons;3770;13-15 days;1987.066695
583;2007;61;0.9808;NA;Former West Germany;2 persons;1917;6-8 days;486.8392023
584;1996;26;0.5717;NA;Former West Germany;1 person;1149;13-15 days;368.9936012
585;1982;28;0.71;NA;NA;3 persons;1884;9-12 days;1658.101316
586;1979;67;0.56;NA;NA;1 person;1043;20-22 days;141.6763933
587;1974;26;0.87;NA;NA;3 persons;2009;NA;NA
588;2004;61;0.293;NA;Former West Germany;2 persons;3564;NA;NA
589;1998;32;0.7;NA;Former West Germany;1 person;938;NA;NA
590;2005;46;0.8653;NA;Former West Germany;1 person;1061;NA;NA
591;1986;67;0.922;NA;NA;3 persons;3389;NA;NA
592;1999;33;0.702;NA;Former West Germany;3 persons;2210;13-15 days;1391.414448
593;1995;42;0.643;NA;Former West Germany;4 persons;5740;13-15 days;1840.842726
594;1997;45;0.501;NA;Former West Germany;1 person;1828;16-19 days;16505.67338
595;1992;55;0.702;NA;Former East Germany;2 persons;1783;6-8 days;732.558801
596;1996;56;1.4481;NA;Former East Germany;3 persons;972;NA;NA
597;2002;63;1.3;NA;Former West Germany;2 persons;2060;NA;NA
598;1995;52;0.534;NA;Former West Germany;1 person;1884;NA;NA
599;1987;65;1.03;NA;NA;2 persons;1597;13-15 days;627.9537164
600;2015;76;0.88;yes;Former West Germany;2 persons;3926;6-8 days;401.7081103
601;1994;25;0.456;NA;Former West Germany;2 persons;1378;6-8 days;864.9793044
602;2004;55;0.795;NA;Former West Germany;2 persons;3255;9-12 days;501.3878591
603;1990;65;0.405;NA;Former West Germany;2 persons;2798;20-22 days;462.9641663
604;1993;21;0.616;NA;Former West Germany;2 persons;863;20-22 days;1658.101316
605;2008;50;1.3021;NA;Former West Germany;3 persons;1858;13-15 days;1299.113792
606;1997;21;0.535;NA;Former West Germany;2 persons;1480;20-22 days;1784.693181
607;1987;48;0.43;NA;NA;1 person;2054;NA;NA
608;1972;19;NA;NA;NA;3 persons;2306;NA;NA
609;2009;70;0.63;NA;Former West Germany;2 persons;3250;6-8 days;183.7680339
610;1978;28;2.24;NA;NA;3 persons;2598;30+ days;693.169574
611;1990;62;0.811;NA;Former West Germany;3 persons;4089;NA;NA
612;2004;42;0.842;NA;Former West Germany;2 persons;2325;13-15 days;627.9537164
613;1988;40;0.892;NA;NA;3 persons;1581;NA;NA
614;1999;43;0.585;NA;Former West Germany;1 person;1615;9-12 days;708.0480175
615;2011;37;1.24;yes;Former West Germany;3 persons;4151;NA;NA
616;2003;65;1.317;NA;Former West Germany;2 persons;1410;NA;NA
617;2005;21;0.6853;NA;Former West Germany;1 person;1971;20-22 days;7872.908344
618;1995;33;1.054;NA;Former West Germany;3 persons;3947;27-29 days;7824.548065
619;1993;42;0.394;NA;Former West Germany;1 person;3259;13-15 days;2548.553462
620;1993;42;0.828;NA;Former West Germany;1 person;1821;9-12 days;1391.414448
621;1974;38;0.95;NA;NA;4 persons;2374;NA;NA
622;2006;38;1.0497;NA;Former East Germany;1 person;1645;6-8 days;205.0128421
623;2015;32;0.54;no;Former West Germany;1 person;1701;6-8 days;1658.101316
624;2003;48;0.203;NA;Former East Germany;1 person;1410;13-15 days;425.0464374
625;1988;37;0.871;NA;NA;4 persons;226;27-29 days;9572.352525
626;1996;28;1.1284;NA;Former East Germany;3 persons;2297;13-15 days;403.8265116
627;1977;30;1.1;NA;NA;2 persons;3003;20-22 days;228.2539869
628;2006;82;1.108;NA;Former West Germany;1 person;1047;NA;NA
629;1978;22;1.08;NA;NA;3 persons;1987;16-19 days;1840.842726
630;2006;27;0.7488;NA;Former West Germany;2 persons;2841;13-15 days;9865.009196
631;1986;52;0.848;NA;NA;2 persons;1017;NA;NA
632;2002;51;0.56;NA;Former East Germany;2 persons;2694;20-22 days;415.1992854
633;2011;70;0.7;yes;Former West Germany;2 persons;4151;9-12 days;6663.584987
634;1991;31;0.648;NA;Former West Germany;3 persons;3142;NA;NA
635;2010;27;1.01;yes;Former West Germany;2 persons;4206;13-15 days;681.9125351
636;2018;76;1.33;yes;Former West Germany;2 persons;1396;NA;NA
637;2015;63;1.07;yes;Former West Germany;2 persons;1963;NA;NA
638;1987;37;0.7;NA;NA;4 persons;3423;13-15 days;347.3285266
639;2008;61;0.586;NA;Former East Germany;2 persons;3001;13-15 days;1901.011312
640;2012;19;3.28;yes;Former West Germany;4 persons;4885;9-12 days;685.5911923
641;2002;37;1.05;NA;Former West Germany;3 persons;2694;9-12 days;235.8618612
642;1987;31;0.36;NA;NA;1 person;2510;NA;NA
643;2004;47;0.545;NA;Former West Germany;1 person;2015;13-15 days;1658.101316
644;1997;16;2.943;NA;Former West Germany;5+ persons;3831;NA;NA
645;1987;37;0.37;NA;NA;1 person;1597;20-22 days;416.900014
646;1987;47;1.54;NA;NA;4 persons;2966;5 days;685.5911923
647;2008;28;1.1706;NA;Former West Germany;1 person;1572;13-15 days;1172.773873
648;1983;35;1.016;NA;NA;5+ persons;3604;20-22 days;501.3878591
649;1999;56;0.781;NA;Former West Germany;1 person;2210;20-22 days;710.5521774
650;1979;58;1.04;NA;NA;2 persons;3876;13-15 days;779.8075718
651;2006;32;0.9626;NA;Former West Germany;3 persons;3140;5 days;624.784942
652;1984;73;2.024;NA;NA;3 persons;2573;NA;NA
653;2016;71;0.95;yes;Former East Germany;1 person;1176;NA;NA
654;1998;34;0.73;NA;Former West Germany;4 persons;3753;13-15 days;1922.615964
655;1987;22;0.97;NA;NA;2 persons;685;NA;NA
656;1994;50;0.688;NA;Former West Germany;2 persons;4043;13-15 days;1941.04595
657;2003;66;0.951;NA;Former West Germany;1 person;1097;6-8 days;1486.886789
658;1994;47;3.384;NA;Former West Germany;5+ persons;3124;16-19 days;183.7680339
659;1986;59;0.69;NA;NA;2 persons;2146;20-22 days;338.3876876
660;2014;34;0.77;yes;Former West Germany;1 person;3409;13-15 days;1645.920315
661;2004;18;1.078;NA;Former West Germany;4 persons;3564;9-12 days;674.671219
